Letter,Plant Name,Plant Code,Plant ID,URL
A,Acacia burrowii,2590,2590,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2590
A,Acacia caffra,11819,11819,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11819
A,Acacia calcicola,2591,2591,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2591
A,Acacia cambagei,2592,2592,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2592
A,Acacia cana,75752,75752,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75752
A,Acacia catechu,2593,2593,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2593
A,Acacia catenulata,75753,75753,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75753
A,Acacia caven,11822,11822,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11822
A,Acacia cincinnata,2595,2595,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2595
A,Acacia coriacea,2599,2599,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2599
A,Acacia cowleana,2600,2600,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2600
A,Acacia crassicarpa,2601,2601,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2601
A,Acacia cunninghamii,75754,75754,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75754
A,Acacia cyclops,2604,2604,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2604
A,Acacia cyperophylla,75755,75755,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75755
A,Acacia dealbata,2605,2605,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2605
A,Acacia deanei,11840,11840,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11840
A,Acacia decurrens,17807,17807,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=17807
A,Acacia dictyophleba,2608,2608,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2608
A,Acacia difficilis,2609,2609,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2609
A,Acacia doratoxylon,75756,75756,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75756
A,Acacia dudgeoni,11848,11848,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11848
A,Acacia ehrenbergiana,11849,11849,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11849
A,Acacia erioloba,2614,2614,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2614
A,Acacia erythrocalyx,11856,11856,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11856
A,Acacia estrophiolata,2616,2616,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2616
A,Acacia excelsa,11860,11860,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11860
A,Acacia falciformis,2617,2617,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2617
A,Acacia farnesiana,297,297,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=297
A,Acacia fasciculifera,2618,2618,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2618
A,Acacia flavescens,2619,2619,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2619
A,Acacia georginae,11870,11870,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11870
A,Acacia gerrardii,77244,77244,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=77244
A,Acacia glaucocaesia,2623,2623,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2623
A,Acacia glaucocarpa,2624,2624,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2624
A,Acacia gourmaensis,11878,11878,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11878
A,Acacia gummifera,11881,11881,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11881
A,Acacia haematoxylon,11882,11882,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11882
A,Acacia harpophylla,2627,2627,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2627
A,Acacia holosericea,298,298,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=298
A,Acacia homalophylla,2630,2630,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2630
A,Acacia irrorata,2633,2633,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2633
A,Acacia jennerae,2635,2635,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2635
A,Acacia jensenii,2636,2636,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2636
A,Acacia julifera ssp. gilbertensis,2637,2637,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2637
A,Acacia julifera ssp. julifera,2638,2638,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2638
A,Acacia karroo,2639,2639,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2639
A,Acacia koa,75758,75758,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75758
A,Acacia laeta,2642,2642,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2642
A,Acacia latzii,2643,2643,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2643
A,Acacia leptocarpa,2645,2645,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2645
A,Acacia leucophloea,2646,2646,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2646
A,Acacia ligulata,2647,2647,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2647
A,Acacia litakunensis,75759,75759,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75759
A,Acacia macdonnelliensis,2651,2651,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2651
A,Acacia maconochieana,2652,2652,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2652
A,Acacia macrostachya,11929,11929,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11929
A,Acacia macrothyrsa,2654,2654,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2654
A,Acacia maidenii,2656,2656,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2656
A,Acacia mangium,2658,2658,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2658
A,Acacia mearnsii,2660,2660,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2660
A,Acacia melanoxylon,2661,2661,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2661
A,Acacia mellifera,299,299,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=299
A,Acacia millifera,2662,2662,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2662
A,Acacia monticola,2663,2663,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2663
A,Acacia murrayana,2664,2664,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2664
A,Acacia neriifolia,2665,2665,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2665
A,Acacia nigrescens,11949,11949,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11949
A,Acacia nilotica,2667,2667,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2667
A,Acacia nubica,11951,11951,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=11951
A,Acacia oraria,2674,2674,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2674
A,Acacia oswaldii,75762,75762,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75762
A,Acacia pachyacra,2676,2676,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2676
A,Acacia parchcarpa,2677,2677,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2677
A,Acacia pendula,2678,2678,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2678
A,Acacia peuce,75763,75763,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75763
A,Acacia plectocarpa,2680,2680,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2680
A,Acacia podalyriifolia,2681,2681,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2681
A,Acacia polyacantha,400001,400001,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=400001
A,Acacia polystachya,2683,2683,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2683
A,Acacia pruinocarpa,2684,2684,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2684
A,Acacia pycnantha,2685,2685,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2685
A,Acacia rothii,2692,2692,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2692
A,Acacia salicina,2694,2694,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2694
A,Acacia saligna,2695,2695,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2695
A,Acacia sclerosperma,2696,2696,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2696
A,Acacia senegal,2697,2697,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2697
A,Acacia seyal,2698,2698,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2698
A,Acacia shirleyi,2699,2699,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2699
A,Acacia sieberiana,2700,2700,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2700
A,Acacia silvestris,2701,2701,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2701
A,Acacia simsii,2702,2702,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2702
A,Acacia sparsiflora,75764,75764,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75764
A,Acacia stenophylla,2705,2705,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2705
A,Acacia sutherlandii,75765,75765,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=75765
A,Acacia synchronicia,2708,2708,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2708
A,Acacia tephrina,2710,2710,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2710
A,Acacia tetragonophylla,2711,2711,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2711
A,Acacia tortilis,2712,2712,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2712
A,Acacia torulosa,2714,2714,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2714
A,Acacia trachycarpa,2715,2715,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2715
A,Acacia tumida,2717,2717,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2717
A,Acacia victoriae,2718,2718,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2718
A,Acacia xiphohylla,2720,2720,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2720
A,Acanthosicyos horridus,31703,31703,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=31703
A,Acanthosicyos naudinianus,2735,2735,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2735
A,Acanthus ilicifolius,2736,2736,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2736
A,Acanthus mollis,2737,2737,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2737
A,Acca sellowiana,2741,2741,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2741
A,Acehmea magdalenae,2742,2742,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2742
A,Acer caesium,2743,2743,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2743
A,Acer campestre,2744,2744,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2744
A,Acer saccharum,2756,2756,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2756
A,Achillea fragrantissima,2761,2761,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2761
A,Achillea millefolium,2762,2762,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2762
A,Achillea millefolium ssp. millefolium,2763,2763,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2763
A,Achnatherum splendens,2766,2766,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2766
A,Acmena smithii,2770,2770,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2770
A,Acokanthera schimperi,149006,149006,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=149006
A,Aconitum napellus,2777,2777,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2777
A,Acorus calamus,2779,2779,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2779
A,Acrocarpus fraxinifolius,2780,2780,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2780
A,Acroceras macrum,2782,2782,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2782
A,Acrocomia aculeata,2783,2783,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2783
A,Acrocomia totai,2787,2787,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2787
A,Actinidia arguta,2803,2803,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2803
A,Actinidia chinensis,889,889,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=889
A,Adansonia digitata,2807,2807,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2807
A,Adansonia grandidieri,2808,2808,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2808
A,Adansonia gregorii,2809,2809,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2809
A,Adenanthera pavonina,318,318,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=318
A,Adesmia bicolor,370377,370377,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=370377
A,Adesmia latifolia,372215,372215,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372215
A,Adesmia punctata,372216,372216,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372216
A,Adesmia securigerifolia,372217,372217,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372217
A,Adiantum capillus-veneris,2823,2823,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2823
A,Adina cordifolia,2824,2824,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2824
A,Adonis vernalis,2829,2829,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2829
A,Aegiceras corniculatum,2830,2830,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2830
A,Aegle marmelos,2844,2844,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2844
A,Aeschynomene americana,326,326,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=326
A,Aeschynomene brasiliana,372219,372219,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372219
A,Aeschynomene evenia,197462,197462,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=197462
A,Aeschynomene falcata,2851,2851,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2851
A,Aeschynomene histrix,197464,197464,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=197464
A,Aeschynomene indica,2852,2852,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2852
A,Aeschynomene villosa,197471,197471,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=197471
A,Aesculus hippocastanum,2856,2856,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2856
A,Aesculus indica,2857,2857,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2857
A,Aframomum corrorima,2863,2863,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2863
A,Aframomum melegueta,2872,2872,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2872
A,Afzelia africana,2877,2877,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2877
A,Afzelia quanzensis,2881,2881,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2881
A,Agathis australis,329,329,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=329
A,Agathis dammara,2886,2886,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2886
A,Agathis labillardieri,2887,2887,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2887
A,Agathis macrophylla,331,331,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=331
A,Agathis microstachya,2888,2888,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2888
A,Agathis robusta,333,333,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=333
A,Agave cantala,2894,2894,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2894
A,Agave fourcroydes,2896,2896,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2896
A,Agave lecheguilla,2897,2897,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2897
A,Agave sisalana,339,339,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=339
A,Agrimonia eupatoria,2914,2914,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2914
A,Agropyron cristatum,2919,2919,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2919
A,Agropyron dasystachyum,2920,2920,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2920
A,Agropyron desertorum,2921,2921,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2921
A,Agropyron elongatum,2922,2922,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2922
A,Agropyron intermedium,2541,2541,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2541
A,Agropyron mongolicum,2924,2924,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2924
A,Agropyron repens,2925,2925,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2925
A,Agropyron riparium,2926,2926,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2926
A,Agropyron sibiricum,2927,2927,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2927
A,Agropyron smithii,2928,2928,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2928
A,Agropyron spicatum,2929,2929,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2929
A,Agropyron tauri,2930,2930,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2930
A,Agropyron trachycaulum,2931,2931,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2931
A,Agropyron trichophorum,2932,2932,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2932
A,Agrostis canina,2934,2934,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2934
A,Agrostis gigantea,2937,2937,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2937
A,Agrostis keniensis,376597,376597,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376597
A,Agrostis quinqueseta,376598,376598,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376598
A,Agrostis stolonifera,12170,12170,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12170
A,Agrostis tenuis,2941,2941,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2941
A,Agrostis trachyphylla,376599,376599,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376599
A,Agrostis trinii,2942,2942,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2942
A,Agrostis volkensii,376600,376600,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=376600
A,Ailanthus altissima,2943,2943,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2943
A,Ailanthus excelsa,2944,2944,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2944
A,Ailanthus grandis,2945,2945,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2945
A,Aiphanes aculeata,197703,197703,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=197703
A,Ajuga reptans,12183,12183,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12183
A,Albizia adianthifolia,2957,2957,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2957
A,Albizia amara,12184,12184,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12184
A,Albizia basaltica,372218,372218,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=372218
A,Albizia chevalieri,2958,2958,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2958
A,Albizia chinensis,2959,2959,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2959
A,Albizia falcataria,347,347,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=347
A,Albizia harveyi,42642,42642,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=42642
A,Albizia lebbeck,349,349,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=349
A,Albizia lophantha,2964,2964,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2964
A,Albizia lucida,2965,2965,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2965
A,Albizia odoratissima,2966,2966,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2966
A,Albizia procera,350,350,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=350
A,Albizia pullenii,2967,2967,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2967
A,Albizia stipulata,352,352,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=352
A,Albizia toona,2968,2968,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2968
A,Alchemilla vulgaris,2972,2972,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2972
A,Aleurites fordii,353,353,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=353
A,Aleurites moluccana,354,354,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=354
A,Aleurites montana,355,355,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=355
A,Alisma plantago-aquatica,12200,12200,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=12200
A,Alkanna tinctoria,2979,2979,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2979
A,Alliaria petiolata,2984,2984,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2984
A,Allium ampeloprasum,363,363,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=363
A,Allium cepa,364,364,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=364
A,Allium cepa var. aggregatum,1096,1096,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=1096
A,Allium cepa var. cepa,551,551,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=551
A,Allium cepa x A. fistulosum,2992,2992,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2992
A,Allium chinense,2994,2994,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=2994
A,Allium fistulosum,365,365,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=365
A,Allium sativum,367,367,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=367
A,Allium schoenoprasum,810,810,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=810
A,Allium tuberosum,594,594,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=594
A,Allium ursinum,3010,3010,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3010
A,Alloteropsis semialata,367714,367714,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=367714
A,Alnus acuminata,3020,3020,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3020
A,Alnus glutinosa,3021,3021,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3021
A,Alnus japonica,3023,3023,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3023
A,Alnus maritima,77301,77301,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=77301
A,Alnus nepalensis,3024,3024,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3024
A,Alnus rubra,3025,3025,https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=3025
